产品名称,旅游方式,供应商,等级,景点个数,交通,用餐,自由活动,五分,四分,三分,总评价,出游人数,评价人数,出发地,最低报价,周日报价,周一报价,周二报价,周三报价,周四报价,周五报价,周六报价,跟团地点,旅游线路
美国纽约+费城+华盛顿+尼亚加拉瀑布7日6晚跟团游(3钻)·经济团 入住瀑布景区内酒店,跟团游,供应商：纳美旅行,6晚3钻,共21个景点，包含10个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,3109,,￥3109起,,￥3109起,,￥3109起,￥3109起,目的地跟团,东海岸
美国纽约+费城+华盛顿+尼亚加拉瀑布+波士顿8日7晚跟团游·西点军校，纽约自由行，大西洋赌城三选一,跟团游,供应商：纳美旅行,7晚4钻,共20个景点，包含11个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,4476,,,￥4476起,,,￥4476起,,目的地跟团,东海岸
美国迈阿密+劳德代尔堡+奥兰多10日9晚跟团游(3钻)·西礁岛+太空中心+奥兰多十二大主题乐园自选,跟团游,供应商：纳美旅行,9晚3钻,共20个景点，包含11个经典景点：,行车时长6小时,暂无用餐信息,自由活动1次,,,,,,,迈阿密,8550,￥8550起,,,,,,,目的地跟团,东海岸
美国纽约+费城+华盛顿+尼亚加拉瀑布+波士顿6日5晚跟团游(3钻)·经济团 入住瀑布景区内酒店,跟团游,供应商：纳美旅行,5晚3钻,共19个景点，包含10个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,2609,,￥2609起,,￥2609起,,￥2609起,￥2609起,目的地跟团,东海岸
美国纽约+波士顿+尼亚加拉瀑布+华盛顿6日5晚跟团游·【瀑布景区酒店+免费接送机】,跟团游,供应商：纳美旅行,5晚4钻,共15个景点，包含8个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,3269,,,,,￥3269起,,,目的地跟团,东海岸
美国波士顿+纽约+费城+华盛顿+尼亚加拉瀑布6日5晚跟团游(3钻)·波士顿出发美东名城经济游,跟团游,供应商：纳美旅行,5晚3钻,共13个景点，包含9个经典景点：,行车时长6小时,暂无用餐信息,暂无自由活动信息,,,,,,,波士顿,2470,,,,,,￥2700起,,目的地跟团,东海岸
美国纽约3日2晚跟团游·西点军校+奥特莱斯或纽约自由行自选,跟团游,供应商：纳美旅行,2晚4钻,共4个景点，包含1个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,,,,,,,,,,目的地跟团,东海岸
美国华盛顿+尼亚加拉瀑布+大烟山国家公园10日9晚跟团游(3钻)·沃特金斯峡谷+好时巧克力世界+奥特莱斯,跟团游,供应商：纳美旅行,9晚3钻,共14个景点，包含8个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,华盛顿,5186,￥5186起,,,,,,,目的地跟团,东海岸
美国迈阿密+劳德代尔堡7日6晚跟团游(3钻)·西礁岛+迈尔斯堡+爱迪生福特冬宫自由行,跟团游,供应商：纳美旅行,6晚3钻,共9个景点，包含6个经典景点：,行车时长6小时,暂无用餐信息,自由活动1次,,,,,,,迈阿密,4805,￥4805起,,,,,,,目的地跟团,东海岸
美国迈阿密+劳德代尔堡+大沼泽地国家公园+棕榈滩+奥兰多9日8晚跟团游(3钻)·西礁岛+太空中心+奥兰多十二大主题乐园自选,跟团游,供应商：纳美旅行,8晚3钻,共20个景点，包含10个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,迈阿密,7185,,￥7690起,,,,,,目的地跟团,东海岸
美国迈阿密+劳德代尔堡+奥兰多11日10晚跟团游(3钻)·西礁岛+航天中心+奥兰多十二大主题乐园自选,跟团游,供应商：纳美旅行,10晚3钻,共25个景点，包含13个经典景点：,暂无交通信息,暂无用餐信息,自由活动1次,,,,,,,迈阿密,6055,￥6430起,,,,,,,目的地跟团,东海岸
美国纽约+费城+华盛顿+尼亚加拉瀑布+波士顿7日6晚跟团游·东部名城浪漫深度游,跟团游,供应商：纳美旅行,6晚4钻,共12个景点，包含8个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,3829,￥3829起,,￥3829起,￥3829起,,￥3829起,￥3829起,目的地跟团,东海岸
芝加哥+密尔沃基+苏必利尔湖地区+麦基诺岛+底特律6日5晚跟团游(3钻)·三大湖精彩游,跟团游,供应商：纳美旅行,5晚3钻,共5个景点，包含3个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,,,,,,,,,,目的地跟团,东海岸
美国纽约+田纳西州6日跟团游(3钻)·萝莉洞+大雾山+查塔努加,跟团游,供应商：纳美旅行,5晚3钻,共6个景点，包含2个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,3527,￥3527起,,,￥3527起,,,,目的地跟团,东海岸
"美国纽约+费城+华盛顿+尼亚加拉瀑布+波士顿5日4晚跟团游(3钻)·美东龙虾,游船,瀑布休闲游",跟团游,供应商：纳美旅行,4晚3钻,共16个景点，包含7个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,2260,￥2420起,￥2420起,￥2420起,￥2420起,￥2260起,￥2420起,￥2420起,目的地跟团,东海岸
美国纽约+费城+华盛顿+尼亚加拉瀑布+波士顿9日8晚跟团游·康宁+西点军校+奥特莱斯+阿米什人村,跟团游,供应商：纳美旅行,8晚4钻,共22个景点，包含12个经典景点：,行车时长33.5小时,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,5000,,,￥5000起,,,￥5000起,,目的地跟团,东海岸
美国华盛顿+纽约+波士顿+尼亚加拉瀑布5日4晚跟团游·精致美东欢乐游,跟团游,供应商：纳美旅行,4晚4钻,共13个景点，包含6个经典景点：,行车时长13小时,暂无用餐信息,暂无自由活动信息,,,,,,,,,,,,,,,,目的地跟团,东海岸
美国纽约+费城+华盛顿+康宁+尼亚加拉瀑布+波士顿6日5晚跟团游·四星酒店升级团+免费接送机,跟团游,供应商：纳美旅行,5晚4钻,共19个景点，包含8个经典景点：,行车时长6小时,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,3095,￥3385起,￥3385起,￥3230起,￥3385起,￥3230起,￥3385起,￥3230起,目的地跟团,东海岸
美国费城+华盛顿+康宁+尼亚加拉瀑布+波士顿+纽约5日4晚跟团游·【四星酒店 费城出发】,跟团游,供应商：纳美旅行,4晚4钻,共12个景点，包含7个经典景点：,行车时长2小时,暂无用餐信息,暂无自由活动信息,,,,,,,费城,2705,￥2895起,￥2895起,￥2895起,￥2895起,￥2895起,￥2895起,￥2895起,目的地跟团,东海岸
美国纽约+费城+华盛顿+康宁+尼亚加拉瀑布+波士顿8日7晚跟团游·【创新深度游 四星酒店】,跟团游,供应商：纳美旅行,7晚4钻,共22个景点，包含11个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,4303,,￥4303起,,,￥4745起,,,目的地跟团,东海岸
美国迈阿密+劳德代尔堡+大沼泽地国家公园+棕榈滩6日5晚跟团游(3钻)·西礁岛+苏格拉斯品牌折扣名城+太空中心,跟团游,供应商：纳美旅行,5晚3钻,共10个景点，包含6个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,迈阿密,3865,,￥4135起,,,,,,目的地跟团,东海岸
美国迈阿密+劳德代尔堡+大沼泽地国家公园+棕榈滩5日4晚跟团游(3钻)·西礁岛+雄狮野生动物王国+太空中心,跟团游,供应商：纳美旅行,4晚3钻,共8个景点，包含6个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,迈阿密,3575,,,￥3830起,,,,,目的地跟团,东海岸
美国华盛顿+尼亚加拉瀑布6日5晚跟团游(3钻)·沃特金斯峡谷+好时巧克力世界,跟团游,供应商：纳美旅行,5晚3钻,共9个景点，包含4个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,华盛顿,3062,￥3062起,,,,,,,目的地跟团,东海岸
美国纽约+费城+华盛顿5日4晚跟团游·【免费接送机+四星酒店】暑期大促深度游,跟团游,供应商：纳美旅行,4晚4钻,共16个景点，包含6个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,2365,,￥2865起,,,￥2865起,,,目的地跟团,东海岸
美国纽约+费城+华盛顿4日3晚跟团游·【纽约出发 四星酒店】,跟团游,供应商：纳美旅行,3晚4钻,共16个景点，包含6个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,2450,,,￥2450起,,,,,目的地跟团,东海岸
美国迈阿密+劳德代尔堡5日4晚跟团游(3钻)·西礁岛+雄狮王国+西棕榈滩+苏格拉斯,跟团游,供应商：纳美旅行,4晚3钻,共7个景点，包含5个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,迈阿密,3335,￥3335起,￥3335起,￥3335起,￥3335起,￥3335起,￥3335起,￥3335起,目的地跟团,东海岸
美国纽约+康宁+尼亚加拉瀑布+波士顿6日5晚跟团游·美东全景游,跟团游,供应商：纳美旅行,5晚4钻,共16个景点，包含11个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,3062,,￥3062起,,,,,,目的地跟团,东海岸
美国纽约+费城+华盛顿+尼亚加拉瀑布+波士顿8日7晚跟团游·康宁+西点军校+奥特莱斯+阿米什人村,跟团游,供应商：纳美旅行,7晚4钻,共15个景点，包含8个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,,,,,,,,,,目的地跟团,东海岸
美国迈阿密+劳德代尔堡+奥兰多11日10晚跟团游(3钻)·西礁岛+航天中心+奥兰多十二大主题乐园自选,跟团游,供应商：纳美旅行,10晚3钻,共25个景点，包含13个经典景点：,暂无交通信息,暂无用餐信息,自由活动1次,,,,,,,迈阿密,9460,￥9460起,,,,,,,目的地跟团,东海岸
美国纽约+费城+华盛顿+尼亚加拉瀑布+波士顿7日6晚跟团游·【四星酒店 入住瀑布景区内酒店】,跟团游,供应商：纳美旅行,6晚4钻,共21个景点，包含10个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,3590,,￥3930起,,￥3930起,,￥3930起,￥3930起,目的地跟团,东海岸
美国纽约+费城+华盛顿5日4晚跟团游·西点军校，奥特莱斯，纽约自由行自选,跟团游,供应商：纳美旅行,4晚4钻,共17个景点，包含5个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,2710,￥2710起,￥2710起,￥2710起,￥2710起,￥2710起,￥2710起,￥2710起,目的地跟团,东海岸
美国迈阿密+劳德代尔堡4日3晚跟团游(3钻)·罗德岱尔堡购物或雄狮王国+棕榈滩二选一,跟团游,供应商：纳美旅行,3晚3钻,共7个景点，包含5个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,迈阿密,3365,￥3365起,￥3365起,￥3365起,￥3365起,￥3365起,￥3365起,￥3365起,目的地跟团,东海岸
美国迈阿密+劳德代尔堡+大沼泽地国家公园+棕榈滩+奥兰多10日9晚跟团游(3钻)·西礁岛+太空中心+奥兰多十二大主题乐园自选,跟团游,供应商：纳美旅行,9晚3钻,共25个景点，包含12个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,迈阿密,7985,,￥7985起,,,,,,目的地跟团,东海岸
美国迈阿密+劳德代尔堡+大沼泽地国家公园+棕榈滩+奥兰多8日7晚跟团游(3钻)·西礁岛+太空中心+奥兰多十二大主题乐园自选,跟团游,供应商：纳美旅行,7晚3钻,共18个景点，包含10个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,迈阿密,5080,,,￥5450起,,,,,目的地跟团,东海岸
美国迈阿密+劳德代尔堡+大沼泽地国家公园+棕榈滩+奥兰多9日8晚跟团游(3钻)·西礁岛+太空中心+奥兰多十二大主题乐园自选,跟团游,供应商：纳美旅行,8晚3钻,共23个景点，包含12个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,迈阿密,5260,,,￥5645起,,,,,目的地跟团,东海岸
美国华盛顿+尼亚加拉瀑布+波士顿+纽约5日4晚跟团游(3钻)·经济游,跟团游,供应商：纳美旅行,4晚3钻,共10个景点，包含5个经典景点：,行车时长6小时,暂无用餐信息,自由活动1次,,,,,,,华盛顿,2415,￥2415起,￥2415起,￥2415起,￥2415起,￥2415起,￥2415起,￥2415起,目的地跟团,东海岸
美国芝加哥+田纳西州4日3晚跟团游(3钻)·诺克斯维尔+大雾山国家公园+纳什维尔,跟团游,供应商：纳美旅行,3晚3钻,共4个景点，包含1个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,芝加哥,2075,,,,,￥2075起,,,目的地跟团,东海岸
美国纽约+费城+华盛顿4日3晚跟团游·精华游升级团,跟团游,供应商：纳美旅行,3晚4钻,共11个景点，包含4个经典景点：,行车时长6小时,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,2315,,,￥2315起,￥2315起,,￥2315起,￥2315起,目的地跟团,东海岸
美国迈阿密+纽约+尼亚加拉大瀑布10日跟团游·唯美西礁岛、罗德岱堡【独创阳光佛州系列】·【途风独创阳光佛州系列】(10天)尽享海水沙滩迈阿密，唯美西礁岛，之都罗德岱堡，世界奇景尼亚加拉,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共34个景点，包含6个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,5924,,￥5924起,,￥5924起,,￥5924起,,目的地跟团,东海岸
美国迈阿密+大沼泽地国家公园+纽约+费城+华盛顿+波士顿+尼亚加拉大瀑布9日跟团游·(9天)迈阿密豪情游+美东精华游：沼泽公园、西礁岛、罗德岱堡、纽约、费城、康宁玻璃中心【活动期间参团,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共52个景点，包含6个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,迈阿密,5310,,￥5310起,￥5310起,,￥5310起,,,目的地跟团,东海岸
美国波士顿+尼亚加拉大瀑布3日跟团游·人间仙境千岛湖、美东名景休闲之旅·(3天)美东名景休闲之旅：人间仙境千岛湖、历史名城波士顿、世界经典尼亚加拉大瀑布,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共12个景点，包含5个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,波士顿,1931,￥1931起,￥1931起,,,,￥1931起,￥1931起,目的地跟团,东海岸
美国纽约+费城+华盛顿+波士顿+尼亚加拉大瀑布6日跟团游·哈佛大学世界名校，正宗波士顿龙虾大餐·【十年畅销出行】(6天)美东经典全景之旅：四大美东名城+尼亚加拉大瀑布+哈佛麻省+纽约接送机+可,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共23个景点，包含5个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,2292,￥2292起,￥2292起,￥2292起,￥2292起,￥2292起,￥2292起,￥2292起,目的地跟团,东海岸
美国华盛顿+费城+纽约+波士顿+尼亚加拉大瀑布8日跟团游·美东欢乐游：普林斯顿大学、阿米希村·(8天)美东欢乐游：人文华盛顿、费城、繁华纽约、古老波士顿、尼亚加拉大瀑布、普林斯顿大学、阿米希村、,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共30个景点，包含6个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,4074,￥4074起,,￥4074起,￥4074起,,￥4074起,￥4074起,目的地跟团,东海岸
美国纽约+费城+波士顿+华盛顿+尼亚加拉大瀑布8日跟团游·美东全景游：恬静千岛湖、聚焦美东名校·(8天)美东全景游：变幻多姿尼亚加拉大瀑布、恬静千岛湖、聚焦美东名校,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共32个景点，包含8个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,4074,,￥4074起,,,,,,目的地跟团,东海岸
美国纽约+费城+华盛顿+波士顿+迈阿密+西棕榈滩+尼亚加拉大瀑布9日跟团游·火热风情南海滩、古巴风情小哈瓦那·【独创阳光佛州系列】(9天) 活力纽约，首都华盛顿，名校波士顿，人文费城，仙境康宁玻璃中心，火热,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共36个景点，包含7个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,5455,,,￥5455起,,￥5455起,,￥5455起,目的地跟团,东海岸
美国纽约+费城+华盛顿+波士顿+尼亚加拉大瀑布6日半自助游· 大苹果纽约、康宁玻璃中心、哈佛麻省名校·(6天)美东半自助畅爽游： “大苹果”纽约、历史名城费城、首都华盛顿、哈佛麻省名校,半自助游,供应商：途风（熊大旗下）,暂无酒店信息,共21个景点，包含5个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,2854,,,￥2854起,￥2854起,,￥2854起,￥2854起,目的地跟团,东海岸
美国华盛顿+波士顿+纽约+尼亚加拉大瀑布5日跟团游·纽约精华全览、华盛顿游船赏景、新鲜龙虾餐·(5天)美东之旅：纽约精华全览、古老波士顿、华盛顿游船赏景、尼亚加拉大瀑布、新鲜龙虾餐,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共26个景点，包含5个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,华盛顿,2630,￥2630起,￥2630起,,,￥2630起,￥2630起,,目的地跟团,东海岸
美国华盛顿+波士顿+纽约+尼亚加拉大瀑布5日跟团游·美东邀约：罗德岛、名校哈佛、耶鲁大学·(5天)美东邀约：波士顿、纽约、尼亚加拉大瀑布、罗德岛、名校哈佛、耶鲁大学,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共25个景点，包含7个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,华盛顿,2630,,,￥2630起,,,,￥2630起,目的地跟团,东海岸
美国纽约+费城+波士顿+华盛顿+尼亚加拉大瀑布6日跟团游·美东全程无忧欢乐游：康宁玻璃中心、罗德岛·(6天)美东全程无忧欢乐游：畅游纽约、费城、波士顿、康宁玻璃中心、尼亚加拉大瀑布、罗德岛,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共39个景点，包含8个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,3101,￥3101起,,,,￥3101起,,,目的地跟团,东海岸
美国费城+华盛顿+波士顿+纽约+尼亚加拉大瀑布5日跟团游·(5天)美东欢乐游：费城、华盛顿、波士顿、纽约、尼亚加拉瀑布、三大世界名校,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共34个景点，包含6个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,华盛顿,2630,,,,,￥2630起,,,目的地跟团,东海岸
美国波士顿+纽约+费城+华盛顿+尼亚加拉大瀑布7日跟团游·富豪聚居区罗德岛、四大名城、耶鲁大学·(7天)美东名城美景精华游：富豪聚居区罗德岛、四大名城、耶鲁大学、尼亚加拉大瀑布,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共43个景点，包含10个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,波士顿,4241,,,￥4241起,,,￥4241起,,目的地跟团,东海岸
美国纽约+波士顿+尼亚加拉大瀑布4日跟团游·罗德岛、三大世界名校、龙虾餐·(4天)美东美景名校游：尼亚加拉大瀑布、康宁玻璃中心、罗德岛、哈佛大学、麻省理工大学、深度参观耶鲁大,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共12个景点，包含7个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,1983,,,￥1983起,,,,￥1983起,目的地跟团,东海岸
美国波士顿+尼亚加拉大瀑布5日跟团游·千座小岛星罗棋布、哈佛、麻省理工两大名校·(5天)千座小岛星罗棋布、华盛顿山峰赏枫胜地、农家乐采摘新鲜水果、波士顿市区一日游,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共12个景点，包含4个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,波士顿,3066,,,,,,￥3066起,,目的地跟团,东海岸
美国纽约+费城+华盛顿+波士顿+尼亚加拉大瀑布8日半自助游·(8天)美东经济半自助游：纽约、费城、华盛顿、波士顿、磅礴尼亚加拉大瀑布（两日纽约自由行，入住纽约市,半自助游,供应商：途风（熊大旗下）,暂无酒店信息,共34个景点，包含6个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,4608,￥4608起,￥4608起,￥4608起,￥4608起,￥4608起,￥4608起,￥4608起,目的地跟团,东海岸
美国纽约+尼亚加拉大瀑布2日跟团游·尼亚加拉大瀑布深度游：雾中少女号观瀑,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共5个景点，包含1个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,867,,,,,,,￥867起,目的地跟团,东海岸
美国纽约+尼亚加拉大瀑布2日跟团游·(2天)绝美尼亚加拉瀑布之旅：梦幻瀑布夜景、疯狂购物,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共8个景点，包含2个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,2310,,￥2310起,,,￥2310起,,￥2310起,目的地跟团,东海岸
美国纽约+费城+华盛顿+波士顿+尼亚加拉大瀑布5日跟团游·畅游哈佛麻省名校、玻璃博物馆、品龙虾大餐·(5天)小资情调欢乐游：畅游哈佛麻省名校、纽约名景、最大玻璃博物馆、磅礴大瀑布、品龙虾大餐,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共28个景点，包含6个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,华盛顿,2430,,￥2430起,￥2430起,,,￥2430起,￥2430起,目的地跟团,东海岸
美国纽约+费城+华盛顿+波士顿+尼亚加拉大瀑布7日半自助游·两大名校魅力、赠送半天法拉盛自由行·(7天)美东欢乐行：纽约、费城、华盛顿、波士顿、尼亚加拉瀑布、名校哈佛,半自助游,供应商：途风（熊大旗下）,暂无酒店信息,共30个景点，包含6个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,3312,,￥3312起,￥3312起,,￥3312起,￥3312起,,目的地跟团,东海岸
美国纽约+费城+华盛顿+波士顿+尼亚加拉大瀑布7日跟团游·(7天)美东欢乐游：纽约、费城、华盛顿、波士顿、世界名校、尼亚加拉瀑布、奥特莱斯购物,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共39个景点，包含5个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,华盛顿,3600,,,,￥3600起,,,,目的地跟团,东海岸
美国纽约+费城+波士顿+华盛顿+尼亚加拉大瀑布6日跟团游·四大名城、哈佛名校、瀑布游船、帝国大厦·(6天)美东名城游：四大名城、哈佛名校、瀑布游船、帝国大厦、独立公园,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共33个景点，包含6个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,波士顿,2480,,,,,,￥2480起,,目的地跟团,东海岸
美国纽约+费城+华盛顿+波士顿+尼亚加拉大瀑布8日跟团游·哈佛麻省耶鲁三大名校、千岛湖、康宁玻璃·<8日>【游】行程，游历美东精华城市：波士顿，纽约，费城，华盛顿特区?千岛，尼亚加拉瀑布，康,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共37个景点，包含8个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,波士顿,4238,,,￥4238起,,,,,目的地跟团,东海岸
美国纽约+费城+华盛顿+波士顿+尼亚加拉大瀑布6日跟团游·四大名城、两大名校、康宁玻璃中心神奇制作·(6天)美东名城游：波士顿观光、纽约夜游、费城、华盛顿精华、磅礴尼亚加拉瀑布,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共34个景点，包含6个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,波士顿,3025,,,,,,￥3025起,,目的地跟团,东海岸
美国纽约+波士顿+尼亚加拉大瀑布4日跟团游·如诗如画千岛湖、一天自选迷你美东省心游·(4天)迷你美东省心游：纽约地标、文化名城波士顿、如诗如画千岛湖、气势磅礴尼亚加拉大瀑布,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共15个景点，包含3个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,2477,￥2477起,,,,,,,目的地跟团,东海岸
美国纽约+费城+华盛顿+尼亚加拉大瀑布6日半自助游·轻松玩转大苹果纽约、纽约一日自由行·(6天)美东游：轻松玩转大苹果纽约、费城、华盛顿、尼加拉大瀑布、一天自选行程,半自助游,供应商：途风（熊大旗下）,暂无酒店信息,共25个景点，包含4个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,2434,,￥2434起,￥2434起,,￥2434起,￥2434起,,目的地跟团,东海岸
美国华盛顿+尼亚加拉大瀑布6日跟团游·<6日>华盛顿+尼亚加拉瀑布深度游：瀑布一整日观光游览，住宿瀑布景区酒店，华盛顿两日深度游览，好时巧,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共18个景点，包含2个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,华盛顿,3015,￥3015起,,,,,,,目的地跟团,东海岸
美国纽约+华盛顿+费城+波士顿+尼亚加拉大瀑布8日跟团游·国会大厦入内、哈佛大学、住瀑布景区酒店·(8天)美东创新深度游：纽约、华盛顿深度探索，现代艺术博物馆景点，国会大厦入内参观，费城、波,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共32个景点，包含6个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,4138,,,￥4138起,,￥4138起,,,目的地跟团,东海岸
美国波士顿+纽约+华盛顿+尼亚加拉大瀑布5日跟团游·神奇康宁玻璃中心、哈佛麻省两大名校之约·(5天)美东畅爽游：波士顿纽约市区、神奇康宁玻璃中心、哈佛麻省两大名校之约,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共16个景点，包含5个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,(0),(0),(0),2.0?分,新产品,1条点评,华盛顿,2665,,￥2665起,￥2665起,,,￥2665起,￥2665起,目的地跟团,东海岸
美国纽约+费城+华盛顿+波士顿+尼亚加拉大瀑布9日跟团游·国会山庄+康宁玻璃中心+麻省理工+名城之旅·<9日>美国东海岸纽约+费城+华盛顿+康宁玻璃中心+麻省理工学院+波士顿+罗德岛（入内参观普林斯顿大,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共30个景点，包含7个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,4369,,,￥4369起,,,￥4369起,,目的地跟团,东海岸
美国纽约+波士顿+费城+华盛顿+尼亚加拉大瀑布5日跟团游·独立公园漫步、游船赏美景、瀑布震撼深感受·(5天)全程无忧快乐美东游：纽约全天观光、费城独立公园漫步、游船赏美景、瀑布震撼深感受,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共29个景点，包含4个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,波士顿,2430,,,,￥2430起,,,￥2430起,目的地跟团,东海岸
美国纽约+费城+华盛顿+波士顿+尼亚加拉大瀑布8日跟团游·四大梦中校园、千岛湖、四大名城深度游·(8天)美东深度游: 四大名城、三大梦中校园、尼亚加拉大瀑布、千岛湖、阿米希农庄,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共29个景点，包含7个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,3982,,,,,,￥3982起,,目的地跟团,东海岸
